TreatedZip,EventTime,RelLogValue,ControlCount
30318,10,-0.027538845698152414,5
30318,11,-0.028740676771369423,5
30318,12,-0.030361077957607917,5
30318,13,-0.031416861878164684,5
30318,14,-0.03289062534978342,5
30318,15,-0.0342630541881956,5
30318,16,-0.03627294667396086,5
30318,17,-0.03799513595416606,5
30318,18,-0.038993726196667924,5
30721,-24,-0.06196653157417984,5
30721,-23,-0.06049947208350979,5
30721,-22,-0.05446611117817781,5
30721,-21,-0.0451265106755212,5
30721,-20,-0.03436788486268512,5
30721,-19,-0.027476842689554103,5
30721,-18,-0.022225818075198234,5
30721,-17,-0.01872577402262756,5
30721,-16,-0.01648949890446012,5
30721,-15,-0.014559518910105495,5
30721,-14,-0.013147859436799792,5
30721,-13,-0.00838332400585955,5
30721,-12,-0.003606266709095962,5
30721,-11,0.0006437682507616671,5
30721,-10,0.0006218114054412638,5
30721,-9,-1.9360787641531374e-05,5
30721,-8,-0.00040274093654666385,5
30721,-7,-0.0002581157336326356,5
30721,-6,-0.0012389869159658673,5
30721,-5,-0.00339174133483624,5
30721,-4,-0.004215574842158532,5
30721,-3,-0.004343218476446253,5
30721,-2,-0.002557543346781799,5
30721,-1,-0.001790845069050917,5
30721,0,0.0,5
30721,1,0.0026164416987747075,5
30721,2,0.006737668479452452,5
30721,3,0.008647431511268167,5
30721,4,0.007316406993517077,5
30721,5,0.004965464433964328,5
30721,6,0.0028236618604374542,5
35810,-24,0.03585058939945078,5
35810,-23,0.03884777049776957,5
35810,-22,0.045325285655476576,5
35810,-21,0.04976715900377009,5
35810,-20,0.049350149521266574,5
35810,-19,0.04516785181651315,5
35810,-18,0.04109189480764926,5
35810,-17,0.037056234168747794,5
35810,-16,0.034580209363378245,5
35810,-15,0.031140050400088982,5
35810,-14,0.03001724514607389,5
35810,-13,0.028883197322180365,5
35810,-12,0.02747137199045646,5
35810,-11,0.022192506401482605,5
35810,-10,0.014992487827477419,5
35810,-9,0.009765285858202332,5
35810,-8,0.004608448000756127,5
35810,-7,0.00030845972480442185,5
35810,-6,-0.004887252489638172,5
35810,-5,-0.008020944822462184,5
35810,-4,-0.009170136632467418,5
35810,-3,-0.009126667611187144,5
35810,-2,-0.008647417842979266,5
35810,-1,-0.005317690367138894,5
35810,0,0.0,5
35810,1,0.006274177518747592,5
35810,2,0.0074407396167401885,5
35810,3,0.006113004915956566,5
35810,4,0.004734154066057883,5
35810,5,0.0033515798800742404,5
36105,-24,0.0052611020127088185,5
36105,-23,0.0147964974613231,5
36105,-22,0.02163642064578646,5
36105,-21,0.02064049261898937,5
36105,-20,0.012077272172732023,5
36105,-19,0.003440555280744562,5
36105,-18,-0.003232920668805406,5
36105,-17,-0.0034529989344946445,5
36105,-16,-0.006183888317600861,5
36105,-15,-0.009576826970963737,5
36105,-14,-0.019608699460444967,5
36105,-13,-0.03123295203831091,5
36105,-12,-0.039278317050358426,5
36105,-11,-0.04240206900563095,5
36105,-10,-0.04079643386318956,5
36105,-9,-0.037601348282251125,5
36105,-8,-0.032681686082343474,5
36105,-7,-0.024600507870027145,5
36105,-6,-0.018336242121905145,5
36105,-5,-0.011572531921261486,5
36105,-4,-0.0063993032141457466,5
36105,-3,-0.0010742031471359325,5
36105,-2,0.0027051881598598726,5
36105,-1,0.00339804616353625,5
36105,0,0.0,5
36105,1,-0.00314065200454543,5
36105,2,-0.004472207641050474,5
37066,-24,-0.007750011609217467,5
37066,-23,-0.007394771332623051,5
37066,-22,-0.007470817251815731,5
37066,-21,-0.007645920135878015,5
37066,-20,-0.007371742508600576,5
37066,-19,-0.006427668696478861,5
37066,-18,-0.004770685753780058,5
37066,-17,-0.0027848280002007895,5
37066,-16,0.000297901735265782,5
37066,-15,0.0030277094057968414,5
37066,-14,0.004810300234606046,5
37066,-13,0.005111576610620361,5
37066,-12,0.004364009857139095,5
37066,-11,0.0028470478177641924,5
37066,-10,0.0012948053374071122,5
37066,-9,0.00043716420106072463,5
37066,-8,0.0010773865074064303,5
37066,-7,0.0014224426931686907,5
37066,-6,0.0016846304156963754,5
37066,-5,0.0010645605521336422,5
37066,-4,0.0015143101073398669,5
37066,-3,0.001875689009414927,5
37066,-2,0.0025457930617843517,5
37066,-1,0.0015218384011696172,5
37066,0,0.0,5
